Year,Description,Image Alt,Image Link
2022,Happy Father’s Day! - (June’ 22).,Aaj dady ko maska lagana!,https://amul.com/files/hits/amul-hits-3194.jpg
2022,Popular K-pop bands goes on an indefinite hiatus! - (June’ 22).,Bandh-tan boys?,https://amul.com/files/hits/amul-hits-3193.jpg
2022,Internet Explorer retires after 27 years… - (June’ 22).,Tera mujhse se hai pehla ka internaata koi!,https://amul.com/files/hits/amul-hits-3192.jpg
2022,The buying of media rights for IPL! - (June’ 22).,Incredibly premier league!,https://amul.com/files/hits/amul-hits-3191.jpg
2022,Indian women’s cricket greatest cricketer retires! - (June’ 22).,Mitaali do career pe!,https://amul.com/files/hits/amul-hits-3190.jpg
2022,"Nadal wins his 14th French Open title, making him the oldest reigning champion! - (June’ 22).",Rafarveer and ever!,https://amul.com/files/hits/amul-hits-3189.jpg
2022,Kamal Haasan excels in his comeback blockbuster! - (June’ 22).,Vikramul!,https://amul.com/files/hits/amul-hits-3188.jpg
2022,Tribute to popular playback singer… - (June’ 22).,Yaaron…yaad aayenge yeh pal.,https://amul.com/files/hits/amul-hits-3187.jpg
2022,Amul celebrates World Milk Day! - (May’ 22).,Tumse milke aisa lagga…,https://amul.com/files/hits/amul-hits-3186.jpg
2022,Gujarat Titans sensationally win the IPL in their debut season! - (May’ 22).,Remember the titans!,https://amul.com/files/hits/amul-hits-3185.jpg
2022,"Hollywood blockbuster, popular sequel to Top Gun! - (May’ 22).",Top bun maverlick,https://amul.com/files/hits/amul-hits-3184.jpg
2022,‘Tomb of Sand’ becomes first ever Hindi novel to win International Booker Prize! - (May’ 22),Jeetanjali!,https://amul.com/files/hits/amul-hits-3183.jpg
2022,"The Strategic Security Dialogue between the US, Australia, Japan and India! - (May’ 22)",Kasme quade nibhayenge hum!,https://amul.com/files/hits/amul-hits-3182.jpg
2022,Manchester City win their four Premier League trophies in five years! - (May’ 22),No paucity of titles!,https://amul.com/files/hits/amul-hits-3181.jpg
2022,"Belashuru, the film stages the comeback of Shri Soumitra Chattopadhyay and Smt Swatilekha Sengupta- the first time in Indian cinema that both lead actors of a film have passed away.",This bela will never end,https://amul.com/files/hits/amul-hits-3180.jpg
2022,Indian boxer wins gold in Women’s World Boxing Championship! - (May’ 22),Zareigning champion,https://amul.com/files/hits/amul-hits-3179.jpg
2022,Tribute to charismatic Australian all-rounder… - (May’ 22).,He symmolised the game,https://amul.com/files/hits/amul-hits-3178.jpg
2022,Tribute to revered and respected UAE President Sheikh Khalifa bin Zayed. - (May’ 22),Builder of dreams. Builder of bonds. Builder of bridges.,https://amul.com/files/hits/amul-hits-3176.jpg
2022,India stuns Indonesia 3-0 in World Men Team Championship in Badminton! - (May’ 22).,Thomaska cup!,https://amul.com/files/hits/amul-hits-3177.jpg
2022,High profile and highly publicised legal battle!  - (May’ 22),Too much seen and heard?,https://amul.com/files/hits/amul-hits-3175.jpg
2022,Men’s tennis has a new champion! - (May’ 22),Carlos ke game ka alcaraaz kya hai?,https://amul.com/files/hits/amul-hits-3174.jpg
2022,Tribute to the legendary maestro santoor player… - (May’ 22),Unke har saans mein saaz tha…,https://amul.com/files/hits/amul-hits-3173.jpg
2021,"Indian speedster goes past 200 wickets, inspires India... -  (Dec’ 21)",Yeh shami mastana…,https://amul.com/files/hits/amul-hits-3119.jpg
2021,Covaxin for children aged 15-18 yrs! -  (Dec’ 21),Vaxteenation drive!,https://amul.com/files/hits/amul-hits-3118.jpg
2021,Tribute to the anti- apartheid and human rights activist.. -  (Dec’ 21),Tu upstanding. Tu outstanding. Too great.,https://amul.com/files/hits/amul-hits-3117.jpg
2021,Merry Christmas to all!  -  (Dec’ 21),Season’s Eatings!,https://amul.com/files/hits/amul-hits-3116.jpg
2021,Movie ‘83’ based on India’s spectacular World Cup victory! -  (Dec’ 21),Kappeals to everyone!,https://amul.com/files/hits/amul-hits-3115.jpg
2021,"Bollywood actors in new Hollywood blockbuster, Matrix Resurrections!  -  (Dec’ 21)",Popular in purab and pashchim!,https://amul.com/files/hits/amul-hits-3114.jpg
2021,"Indian men excel at World Badminton Championships, winning silver and bronze! -  (Dec’ 21)","Kadam, kidambi badhaye ja!",https://amul.com/files/hits/amul-hits-3113.jpg
2021,Kohli Vs Cricket Board at loggerheads! -  (Dec’ 21),They don’t captainsee eye to eye?,https://amul.com/files/hits/amul-hits-3112.jpg
2021,The new global CEO of French luxury fashion house!  (Dec’ 21),Leena chanelises her talent!,https://amul.com/files/hits/amul-hits-3111.jpg
2021,India has a Miss Universe after 21 years! - (Dec’ 21),Harnaaz pe kar naaz!,https://amul.com/files/hits/amul-hits-3110.jpg
2021,The Belgian-Dutch race driver wins his first F1 Championship! - (Dec’ 21),No Stoppin Verstappen!,https://amul.com/files/hits/amul-hits-3109.jpg
2021,Tribute to the Chief of Defence Staff... - (Dec’ 21),"Har sainik ke yaar thhe who, dushman ke liye talwar the who…",https://amul.com/files/hits/amul-hits-3108.jpg
2021,Russian President visits India! - (Dec’ 21),Russian premier putsin an appearance!,https://amul.com/files/hits/amul-hits-3107.jpg
2021,Third bowler in test cricket history to take all ten wickets in an innings! - (Dec’ 21),Ajazmaao,https://amul.com/files/hits/amul-hits-3106.jpg
2021,Kohli’s controversial dismissal via DRS. (Dec’ 21),Bat umpiring?,https://amul.com/files/hits/amul-hits-3105.jpg
2021,A new variant of the virus emerges... (Nov’ 21),ominouscron!,https://amul.com/files/hits/amul-hits-3104.jpg
2021,Twitter has a new Indian origin CEO! - (Nov’ 21),Parag agravaults to the top!,https://amul.com/files/hits/amul-hits-3103.jpg
2021,First Indian batsman to hit century and half century in debut test!  - (Nov’ 21),Iyer level of batting!,https://amul.com/files/hits/amul-hits-3102.jpg
2021,Celebrating the 100th birth anniversary of the Milkman of India!,100/100 always!,https://amul.com/files/hits/amul-hits-3101.jpg
2021,360 degree batsman ABD retires from all forms of cricket! - (Nov’ 21),Absolute genius!,https://amul.com/files/hits/amul-hits-3100.jpg
2021,Action comedy film Red Notice makes waves!,Bread noticed? Pick up butter.,https://amul.com/files/hits/amul-hits-3099.jpg
2021,The bad air quality in big cities. - (Nov’ 21),Atmosfear!,https://amul.com/files/hits/amul-hits-3098.jpg
2021,Winners of the T20 World Cup! - (Nov’ 21),Big bauss!,https://amul.com/files/hits/amul-hits-3097.jpg
2021,Team India’s outgoing coach has much to be proud about! - (Nov’ 21),Shastried and Tested warrior!,https://amul.com/files/hits/amul-hits-3095.jpg
2021,Rahul Dravid is Team India’s new coach! - (Nov’ 21),He’s been wall worth waiting for!,https://amul.com/files/hits/amul-hits-3094.jpg
2021,Wishing everyone a happy and joyful Diwali! - (Nov’ 21),Feastival of lights!,https://amul.com/files/hits/amul-hits-3093.jpg
2021,About the United Nations Climate Change Conference! - (Nov’ 21),Have a COP of tea!,https://amul.com/files/hits/amul-hits-3092.jpg
2021,Facebook has a new name! - (Oct’ 21),Meta friend ? have a bite!,https://amul.com/files/hits/amul-hits-3091.jpg
2021,75 years of Amul. 75 years of dairy excellence,75 years of Amul,https://amul.com/files/hits/amul-hits-3090.jpg
2021,Tribute to superstar Kannada actor... - (Oct’ 21),Youvarathnaa for millions!,https://amul.com/files/hits/amul-hits-3089.jpg
2021,Lucknow and Ahmedabad become home to two new franchises! - (Oct’ 21),Bidding reaches a new highPL!,https://amul.com/files/hits/amul-hits-3088.jpg
2021,The great Indian actor wins Dadasaheb Phalke Award! - (Oct’ 21),Another crown in RajInikanth’s Darbar!,https://amul.com/files/hits/amul-hits-3087.jpg
2021,"Tribute to Shri Tribhuvandas Patel, Founder Chairman, Amul Dairy, Anand on his 118th birth anniversary! - (Oct’ 21)","Kisaan, Kisaan ki shaan!",https://amul.com/files/hits/amul-hits-3085.jpg
2021,100 crore Indians have been vaccinated! - (Oct’ 21),Saathi haath badhana saathi re!,https://amul.com/files/hits/amul-hits-3086.jpg
2021,CSK win their 4th IPL title! - (Oct’ 21),Mahendra King Dhoni!,https://amul.com/files/hits/amul-hits-3084.jpg
2021,Wishing everyone a happy Dusshera! - (Oct’ 21),Get the share on Dussehra!,https://amul.com/files/hits/amul-hits-3083.jpg
2021,Sunil Narine shines for KKR with all round show! - (Oct’ 21),Knight in shining aur maar!,https://amul.com/files/hits/amul-hits-3082.jpg
2021,Air India returns to the Tatas after 68 years! - (Oct’ 21),Tata Good Buy!,https://amul.com/files/hits/amul-hits-3081.jpg
2021,Survival drama TV series gains huge popularity! - (Oct’ 21),Game of debt?,https://amul.com/files/hits/amul-hits-3080.jpg
2021,The world’s rich and famous and Pandora papers! - (Oct’ 21),Pandora paapers?,https://amul.com/files/hits/amul-hits-3079.jpg
2021,The new 007 blockbuster releases! - (Oct’ 21),Undanielably great!,https://amul.com/files/hits/amul-hits-3078.jpg
2021,Former cricketer in the midst of much political drama! - (Sep’ 21),Congfusion in Punjab?,https://amul.com/files/hits/amul-hits-3077.jpg
2021,Angela Merkel steps down after 16 years... - (Sep’ 21),Great Gerwoman!,https://amul.com/files/hits/amul-hits-3076.jpg
2021,BSE scales record 60000! - (Sep’ 21),Sensexceeds expectations!,https://amul.com/files/hits/amul-hits-3075.jpg
2021,WHO’s new air quality guidelines! - (Sep’ 21),Air Dil hai mushkil jeena yanha?,https://amul.com/files/hits/amul-hits-3074.jpg
2021,RCB will be in search of a new captain...- (Sep’ 21),A new Royal on the throne?,https://amul.com/files/hits/amul-hits-3073.jpg
2021,Virat steps down as Indian T20 skipper! - (Sep’ 21),Bharat ke Dohit Kaptaan?,https://amul.com/files/hits/amul-hits-3072.jpg
2021,Daniil Breadvedev?,Daniil Breadvedev?,https://amul.com/files/hits/amul-hits-3071.jpg
2021,US Open has new young champs! - (Sep’ 21),Teenis sensations! ,https://amul.com/files/hits/amul-hits-3070.jpg
2021,Dhoni has a huge new role to play in T20 World Cup 2021! - (Sep’ 21),Tormentor of other teams. Mentors of ours. ,https://amul.com/files/hits/amul-hits-3069.jpg
2021,Tribute to Dr. Kurien on his 9th death anniversary. - (Sep’ 21),He led India from milk deficiency to milk proficiency,https://amul.com/files/hits/amul-hits-3068.jpg
2021,Iconic Swedish pop band releases new album after four decades! - (Sep’ 21),Amul Butter’s Better Always!,https://amul.com/files/hits/amul-hits-3067.jpg
2021,India wins record 19 medals at Tokyo Paralympics! - (Sep’ 21),Japunnees medals!,https://amul.com/files/hits/amul-hits-3066.jpg
2021,R Ashwin not included in playing eleven again! - (Sep’ 21),Great spinner given off again?,https://amul.com/files/hits/amul-hits-3065.jpg
2021,"New season of popular Spanish series , Money Heist launches! - (Sep’ 21)",Yummy highest,https://amul.com/files/hits/amul-hits-3064.jpg
2021,Javelin thrower wins gold at Tokyo Paralympics! - (Aug’ 21), Summit for Antil!,https://amul.com/files/hits/amul-hits-3063.jpg
2021,Paddler wins historic silver at Tokyo Paralympics! - (Aug’ 21),Bhawaniaben!,https://amul.com/files/hits/amul-hits-3061.jpg
2021,Shooter wins historic gold at Tokyo Paralympics! - (Aug’ 21),Avani Gold lekhara aayi!,https://amul.com/files/hits/amul-hits-3062.jpg
2021,Portuguese star returns to Manchester! - (Aug’ 21),"Man, u r welcome back!",https://amul.com/files/hits/amul-hits-3060.jpg
2021,Hoping that Virat regains his batting touch! - (Aug’ 21),When will the Kohliissue be back?,https://amul.com/files/hits/amul-hits-3059.jpg
2021,Tribute to legendary Rolling Stones drummer... - (Aug’ 21),The heart of their beat,https://amul.com/files/hits/amul-hits-3058.jpg
2021,Wishing everyone happy Raksha Bandhan!- (Aug’ 21),Bhai it for Behna!,https://amul.com/files/hits/amul-hits-3057.jpg
2021,"Indian ambassador, embassy staff, nationals evacuated from Kabul! - (Aug’ 21)",Rushcue operation!,https://amul.com/files/hits/amul-hits-3056.jpg
2021,Shami and Bumrah shine in all- round display vs England! - (Aug’ 21),Tailended batsman!,https://amul.com/files/hits/amul-hits-3055.jpg
2021,Celebrating 75 years of Indian Independence!- (Aug’ 21),Sabka fundamental bite!,https://amul.com/files/hits/amul-hits-3054.jpg
2021,Argentinian star footballer leaves Spanish club! - (Aug’ 21), Messi’s left Barcalone!,https://amul.com/files/hits/amul-hits-3053.jpg
2021,Our women’s hockey team did themselves proud in Tokyo! - (Aug’ 21),Kudos to our Kudis!,https://amul.com/files/hits/amul-hits-3052.jpg
2021,India wins her first ever track and field gold medal!- (Aug’ 21), Neeraj on the thrown!,https://amul.com/files/hits/amul-hits-3051.jpg
2021,Wrestler wins medal in 57kg category! - (Aug’ 21),Badahiya hai! ,https://amul.com/files/hits/amul-hits-3050.jpg
2021,India wins Olympic medal in this event after 41 years! - (Aug’ 21),Goalympics!  ,https://amul.com/files/hits/amul-hits-3049.jpg
2021,Indian boxer wins bronze medal at Tokyo Olympics! - (Aug’ 21),Borgo hain sabse behtar!,https://amul.com/files/hits/amul-hits-3048.jpg
2021,First Indian woman to win two Olympic medals! - (Aug’ 21),PV Windhu!,https://amul.com/files/hits/amul-hits-3047.jpg
2021,Encouraging our athletes to glory and gold! - (July’ 21),Let’s Olympick ourselves up!,https://amul.com/files/hits/amul-hits-3046.jpg
2021,Tunisian teen Ahmed Hafnaoui wins surprise gold medal in 400 freestyle swimming at Olympics! - (July’ 21),Jab jab pool khile!,https://amul.com/files/hits/amul-hits-3045.jpg
2021,Weightlifter wins India her first medal in Tokyo Olympics for women’s 49kg category!- (July’ 21),Worth her weight in silver!,https://amul.com/files/hits/amul-hits-3044.jpg
2021,Jeff Bezos takes a space flight! - (July’ 21),Amozone!,https://amul.com/files/hits/amul-hits-3040.jpg
2021,Let the 2021 Tokyo Olympics begin! - (July’ 21),Jalpaan in Japan!,https://amul.com/files/hits/amul-hits-3041.jpg
2021,Wishing our javelin throwers success at Tokyo Olympics! - (July’ 21),Jalwa in Javelin!,https://amul.com/files/hits/amul-hits-3039.jpg
2021,Bollywood sports drama makes waves on OTT... - (July’ 21),"Too fan, main bhi fan!",https://amul.com/files/hits/amul-hits-3038.jpg
2021,Tribute to three time National Film Award winning actress... - (July’ 21),Har role mein Badhai mili,https://amul.com/files/hits/amul-hits-3037.jpg
2021,Tribute to the star batsman and one of India’s 1983 World Cup winning heroes... - (July’ 21),Batting mein Grit. Fielding mein Great.,https://amul.com/files/hits/amul-hits-3036.jpg
2021,Richard Branson takes off first in space tourism race! - (July’ 21),Galicktic!,https://amul.com/files/hits/amul-hits-3034.jpg
2021,Messi’s team lifts Copa America trophy! - (July’ 21),It’s Argeetina!,https://amul.com/files/hits/amul-hits-3035.jpg
2021,"Italy, the new Euro 2020 champions! - (July’ 21)",Rome anchak victory!,https://amul.com/files/hits/amul-hits-3033.jpg
2021,England vs Italy sets up a mouth watering Euro 2020 final! - (July’ 21),Will kane be able?,https://amul.com/files/hits/amul-hits-3032.jpg
2021,Newly formed Ministry of Cooperation to reach grassroots... - (July’ 21),Aapke munh mein ghee sahkaar,https://amul.com/files/hits/amul-hits-3031.jpg
2021,Tribute to the legendary actor! - (July’ 21),"Ganga bhi, Jamuna bhi, Aadmi bhi, Vidhaata bhi, Har andaz ka leader.",https://amul.com/files/hits/amul-hits-3030.jpg
2021,Boxer and hockey captain to be Indian flagbearers at Olympic opening ceremony! - (July’ 21),Tokyo here we Kom!,https://amul.com/files/hits/amul-hits-3029.jpg
2021,"Many players slipping, sliding and falling on the courts this year!- (July’ 21)",Wimbledown!,https://amul.com/files/hits/amul-hits-3028.jpg
2021,Celebrating National Doctor’s Day!- (July’ 21),Thanks for being patient with us…,https://amul.com/files/hits/amul-hits-3027.jpg
2021,France’s shock exit from EURO 2020! - (June’ 21),Les blew their chance!,https://amul.com/files/hits/amul-hits-3026.jpg
2021,Champion archer wins triple gold in Paris World Cup! - (June’ 21),"Take a bow, Deepika!",https://amul.com/files/hits/amul-hits-3025.jpg
2021,Denmark qualify for knockout stage of Euro 2020 against all odds with amazing play! ... - (June’ 21),"Dane wala jab bhi deta, chhappad phaad ked eta hai! ",https://amul.com/files/hits/amul-hits-3024.jpg
